dəxʷəscutucid,why someone talks that way,
ʔucutcut ti tab,Tom said so.,
ʔuč'igʷisəxʷ čəd ʔə tiʔiɬ ʔucutcut,I'm getting irritated with her jabbering,
ʔalc̕ucutcut,He said so.,
bələcutcut.,They were going along chattering.,
cutcut tiʔiɬ kawʼqs.,Raven spoke (sang).,
cut+cutəbəxʷ ʔə tiʔəʔ wiwʼsu,The children talked (it over among themselves).,
ɬčisəxʷ tiʔiɬəʔ ləcucuʔcuʔ gʷəl ləwiliqʼʷid,He arrived at the one making the sounds and he asked him.,
ʔəsc̕aʔkʷ,washed,
huy ʔuc̕agʷacutəxʷ tiʔiɬ p̕əč'əb,Then Bobcat washed himself.,
dxʷc̕agʷəldiʔəd,She washed his ears.,
ʔudxʷc̕agʷusəb,He washed his (own) face.,
ckʼʷaqid ƛ'uc̕akʷdaliɬəd tə x̌aʔx̌əlus,A raccoon always washes its food.,
c̕əʔkʷqiʔəd,Wash his head!,
sixʷuc̕əgʷulč əlgʷəʔ,She is their dishwasher.,
ʔal pədtab kʷi sqʼʷəlʼ ʔə kʷi sc̕apt,When do the red elderberries get ripe?,
huyəxʷ čəd ʔə tiʔəʔ dsuc̕adᶻəx̌tubuɬəd,I am through bothering you folks (with my long-winded speech).,
huy ʔəsc̕adᶻax̌bitəbəxʷ tsiʔəʔ čəgʷass ʔə tiʔəʔ ʔaciɬtalbixʷ ʔəsɬaɬlil.,Then the people (who) dwelled (there) got sick and tired of his wife.,
huy ʔuc̕adᶻax̌bitəbəxʷ tsiʔəʔ čəgʷas ʔə tiʔiɬ təkʷtəkʷəlus.,They had become sick-and-tired of the wife of Owl.,
ləc̕aləxʷ tə ɬukʷəɬ,The sun is going out of sight (setting or going behind a cloud).,
ʔuc̕ald čəd,I blocked the view of him.,
ʔuc̕alcut čəd,I hid myself.,
ʔal tiʔəʔ c̕albid ʔə tiʔəʔ qʷuʔ dəxʷətulʼils,There reflected (shadowed) in the water where she travels.,
ʔuc̕ap̕ac əlgʷəʔ,they insulted me,
diɬ əwʼə sixʷ qawʼqs ti ʔuc̕apacəxʷ sixʷ.,"It was Raven as usual who has caused me this indignity, has insulted me.",
ʔabyidəxʷ tiʔəʔ bədaʔs ʔə tiʔəʔ st'uqʼʷ gʷəɬtxʷ tiʔəʔ c̕ayc̕aylaqaʔ,He gave his son the feather for this fir tree fungus.,
huyəxʷ ʔə ti adsuc̕aykʼcut,Stop fooling around.,
huyəxʷ ʔə ti adsuc̕aykʼəb,Stop fooling around.,
ʔəx̌id əwʼə c̕aykʼəp,unladylike behavior,
tiʔəʔ c̕ayəq. xʷiʔ ʔu gʷəsudᶻubalikʷ ʔə tiʔəʔ absc̕iʔəq,This hunting power. Does the one with this power not dance?,
xʷiʔ. x̌ʷulʼ ƛ'uləʔibəš.,No. (The one with this kind of power) just walks.,
ʔuc̕əbəb čəd ʔə tə stəgʷad,I picked salmonberries.,
tiʔiɬ swatixʷtəds əlgʷəʔ gʷəl qiyəʔ dxʷʔal dxʷc̕əbtəbs,"As for their land, it was easy to clear.",
tubakʷɬačiʔ čəd gʷəl diɬ tsə dqa tuc̕əbyic ʔə tə sqʼʷəlaɬəd,I hurt my hand so my sister picked berries for me.,
x̌ʷulʼ ʔušudub ʔə ti pastəd tiʔiɬ səsc̕əbidup ʔə ti ʔaciɬtalbixʷ tiləb dxʷʔal ti suƛ'uyuqʷucuts əlgʷəʔ,"As soon as the white people saw the cleared lands of the Indians, right to that area they pushed themselves.",
"yawʼ haʔɬ kʷi ɬuscils dəxʷəscildxʷyid čəɬ ƛ'əsuqʼʷəlb čəɬ, tiʔiɬ ƛ'usc̕əbixʷ, stab.","It would be great to have our roasted food, the picked berries, (and other) things dished up properly.",
c̕əbqid tə sčəbidac,top of fir tree,
"qʼilagʷil tsiʔəʔ sxʷət, putəxʷ ʔəsc̕əbɬil.","Thrush went on board, she was sopping wet.",
xʷəƛ'yid ʔə ti sc̕ədᶻx̌ čxʷa c̕ədᶻx̌abacəd.,Break off nettles to use on her and you nettle her body.,
c̕ədᶻx̌abaccid čəd,I'm (going to) nettle your body.,
ʔəsc̕əkʼbid čəd kʷi gʷədsʔux̌ʷ dxʷʔal kʷi lil swatixʷtəd,I'm eager to go to a distant land.,
ʔuc̕əltəb čəɬ,We were beaten.,
ʔəst'abdub čəɬ diɬ dəxm�c̕əltəb čəɬ.,We were guessed; that is why we were beaten (in the bone game).,
c̕əlalikʷ čəd,I won.,
ʔiɬčad kʷi ʔuc̕əlalikʷ,Which side won?,
ƛ'ub čəxʷ ʔuc̕əlalikʷtubuɬ dxʷʔal gʷəɬ bəkʼʷ dᶻəkʼʷadəd čəɬ,It is well that you win us over from all our error.,
qʷuʔ ƛ'uasc̕əp̕,the water was stagnant,
ɬuʔal čəxʷ c̕p̕alič,You will be in the swamp.,
"ʔix̌ʷitəbəxʷ dxʷʔal tə ʔa, ʔəsc̕p̕alič.",He threw her there into the swamp.,
diɬ c̕əqaqid gʷəɬ dəgʷi,That will always be yours.,
"ʔəstix̌dxʷ čələp, c̕əqaqid","You folks take care of it, always.",
ʔuc̕əqʼqs čəxʷ,(Something) you (ate) went down the wrong 'pipe'.,
"huy c̕əstəbəxʷ tiʔəʔ qəlubs, yəx̌i ʔəskʼʷil",Then he pecks his eye because he is peeking (out).,
"ƛ'ub əwʼə čəd ʔuc̕əsyid ʔə tə sʔəɬəds, ʔukʷukʷs.",I had better peck at his food (the tallow) which he plays with.,
ʔiɬc̕ət'yic,Give me a pinch of it.,
dayʼəxʷ ʔəsc̕əwil tsiʔəʔ ləʔibəš,That one walking (this way) is sure good-looking.,
ʔucutcut tiʔiɬ suc̕əwʼqəb ʔə tsiʔəʔ kayʼkayʼ.,Steller's Jay talked in Sahaptin.,
ʔuc̕əxʷ,worn out,
ləc̕əxʷaxʷ tiʔəʔ sɬukʷalb,The moon is waning.,
tuc̕əxʷdxʷaxʷ tiʔəʔ sqʼaxʷ ʔal tiʔəʔ tədəxʷəsdukʷutəbs.,He wore the ice through where he had been hexed.,
dəxʷc̕ibs ʔə tiʔiɬ kʼayəyəʔ ʔə tiʔiɬ bəsx̌ʷ̌əs,So the dried salmon could be dipped in the grease.,
kʼayəyəʔ ti dəxʷc̕ibs ʔə tiʔiɬ bəsx̌ʷəs,So he could dip the dried salmon in the grease,
dəxʷuc̕ibs,what he uses to dip with,
ʔudxʷc̕ibusc tə sqʷəbayʔ,The dog licked me in the face.,
ʔudxʷc̕ibusəb tə sqʷəbayʔ,The dog licked its (own) face.,
dxʷc̕ibwild tə ɬaʔx̌,Lick the pan!,
ʔəxʷc̕ibwild tə ɬaʔx̌,The pan has been licked.,
tix̌id ti sc̕ic̕alb,spread its wings,
gʷəl ʔa c̕ic̕ic̕albəxʷ.,And (sprouted) wings.,
ʔuʔəx̌id əwʼə sixʷ tiʔiɬ adəxʷuc̕ic̕əyikʷalusbid tsiʔiɬ tsiʔəʔ dsuxʷiʔxʷiʔ.,Why are you winking at my prey?,
tiʔəʔ tatačulbixʷ ʔəsc̕ikʷ,fresh animal (meat),
ləcuc̕iqʼʷaʔkʷčup čəd. tiʔiɬ cəxʷƛ'kʼʷšad,I was splitting wood. That's how I chopped my foot.,
cəxʷuc̕ix̌alikʷ,what I use to fry with,
cəxʷc̕ix̌alikʷ,my frying pan,
adsəxʷc̕ix̌alikʷ,your frying pan,
səxʷc̕ix̌alikʷs,her frying pan,
x̌ʷulʼ kʼʷəɬ sč'istxʷ kʷi ƛ'usc̕kʷatid.,It is said (by them) that he is claimed to be (their) husband.,
yəhawʼ c̕kʼʷad ʔə kʷi suqʼʷaʔ,Go ahead and call him (your) younger brother.,
ʔəpus ʔu gʷədsc̕kʼʷacid,Would I call you my aunt?,
ʔəsčal kʷi gʷadsc̕qʷad,How are you related?,
c̕t'usəb tsi.,She shampooed her hair.,
x̌ʷulʼ ʔiɬc̕t'usəb.,She just (continued) shampooing her hair anyway.,
c̕uʔkʷs bit ʔi kʷi ɬixʷilc x̌ičičc,seventy-three cents,
tələsc̕udəxʷ kʷi tussaxʷəbs.,He had become weak from his running.,
ləc̕udəxʷ ʔal kʷi tussaxʷəbs,He was (terribly) weak before he had (even) started to run.,
ʔi gʷətuʔux̌ʷ čəɬ gʷəx̌ʷiʔəs ti ʔəshəlaʔb čəɬ x̌̌əɬx̌əɬ čɬa ʔəsc̕ud,"Yes. We would have gone (but) we are much too sick, too much under the weather.",
"ʔəsqʷalc tiʔəʔ bəsqʷ x̌ʷulʼ xʷəƛ'xʷəƛ'gʷasədəxʷ čxʷa kʼilc̕əd tiʔiɬ x̌əɬ ti šawʼ sc̕ukʼʷəbs dxʷʔal sdᶻuqʼʷils, čxʷa dᶻahakʼʷuʔəxʷ gʷəkʷəddxʷ ti haʔɬ biacs.","Crab are just boiled. You break them apart and pinch what is kind of like bone covering until it breaks apart, finally then you can get its good meat.",
c̕uqʷud čəd tə qʷuʔ,I sucked the water (through a straw).,
ʔabyitəb ʔə kʷədiʔ stab suc̕uqʷutəbs tulʼʔal tiʔəʔ cədiɬ stab sʔuladxʷ.,He was given something from a salmon to suck on.,
ʔəlc̕uc̕ukʷqsačiʔ,He's sucking his finger.,
ʔəsc̕xʷayʼsus čəd,"I cannot see because it is too bright, i.e., the sun gets in my face.",
ʔəsc̕əxʷc̕xʷayʼs čəd,I cannot see because it is too bright.,
x̌ʷiʔ gʷəsšudxʷs tiʔəʔ c̕əc̕əxʷayʔs,He can't see (his brother because) he is blinded by his bright and shining being.,
ʔəsqʷibicut tiʔəʔ cədiɬ; ʔučaʔkʷ ʔi stabəxʷ.,This one was all fixed up; he and some (others) came down to the shore.,
"huy, qʷiʔadəxʷ tiʔəʔ čagʷəxʷ.",Then they called out (to them) to come down to the shore.,
gʷəl tučagʷəxʷ tiʔəʔ cədiɬ tatačulbixʷ.,And the animals came down.,
tučaʔkʷ tiʔəʔ bəkʼʷ,all the (animals) came down,
ʔəsɬaɬlil lil čaʔkʷ ʔal tiʔəʔ hikʷ x̌ʷəlč.,She dwelled way out in the great sea.,
čagʷəxʷ ti šuƛ'.,The tide was way out.,
dxʷučagʷcut,go out from shore,
hikʷ čəd ʔučaʔkʷtəb,I'm being forced out.,
ʔučaʔkʷdub tiʔiɬ sqigʷəc ʔə tiʔiɬ sqʷəbayʔ,The dog drove the deer to the water.,
ʔučaʔkʷdxʷ čəd,I managed to get it down to the shore.,
gʷəl qʼʷuʔqʼʷuʔəxʷ sʔəɬəd tiʔiɬ ləcučagʷčagʷtxʷ.,And they had lots of food which was being brought down.,
tugʷadiləxʷ ʔal tiʔəʔ sčagʷəbs əlgʷəʔ tiʔəʔ wiwiwʼsu sʔuladxʷ,The little fish were leaping from down below.,
ʔa kʷi tubšədəd ʔəxʷčagʷəb,There was a warrior who wanted to go to the coast.,
ʔučagʷil čəd,I got too far out.,
ʔəsdukʷtxʷ čəd tiʔiɬ cəxʷčagʷildxʷ,"I'm angry with him, that's why I picked on him.",
ʔučagʷildub čəd,They ganged up on me. They got the best of me (because I was alone).,
ʔučagʷildubš,He has me cornered and is threatening me.,
ʔučaʔčagʷildub čəd,I was forced to do something undesirable because they overpowered me.,
čaʔkʷbid ʔə tə ʔalʔal,in front of the house,
čaʔkʷbic,came down to the shore where I was,
xʷuʔələʔ ƛ'əsuxʷiʔxʷiʔs tiʔəʔ čaʔkʷbid čəɬ.,He must be fishing below us.,
ʔal tiʔiɬ čaʔkʷbids əlgʷəʔ təsgʷəƛ'əlad ʔə tiʔiɬ.,Below them (a little to the water side of them) he stopped.,
"x̌əɬ ti dᶻəɬ tustuʔtələkʷ kʷədiʔ təsəshuy ʔə kʷədiʔ čaʔkʷbids, čaʔkʷbid ʔə tiʔəʔ ʔəsɬaɬlil.","There must have been a little river or something below there, below where they dwelled.",
ʔukʼʷəɬ dxʷčaʔkʷ.,It spilled down to the sea.,
kʼʷɬaxʷ tiʔəʔ qʷuʔ dxʷčaʔkʷ.,This water spilled down seaward.,
gʷəl ɬubəč dxʷʔal tudiʔ tulʼčaʔkʷ,"and setting in the west (i.e., in the direction of Puget Sound)",
tuqʼiləxʷ ti sʔuladxʷ tulʼčaʔkʷ.,Salmon arrived from (way) out.,
ʔuqʷatad ʔal tiʔiɬ čəgʷalatxʷ.,He stacks it outside.,
ɬuʔukʷukʷəxʷ čələp wiwʼsu liɬčəgʷalʔtxʷ.,You children will play outdoors.,
ti ʔalʔal čəgʷayucid ʔə tə šəgʷɬ,The house is on the lower side of the road.,
ʔučaʔkʷčagʷələqid tə sʔəɬəd ʔə tə č'ač'as.,By the head (food) of the child comes down to shore.,
tukʷədatəb ʔə ti tudqəsiʔ ʔə kʷi hikʷ č'ƛ'aʔ čaʔčaʔkʷ.,My uncle used to get this (near) big rocks a little out from shore.,
qiʔqiyəʔ dxʷʔal kʷi gʷəsčabati,It is easy to fold.,
"x̌ʷulʼ kʷaʔ ƛ'uʔəxʷčabustəb tiʔəʔ sɬuay gʷəl ʔistəʔ ʔəskʷaltub liɬʔal tiʔəʔ, tiʔəʔ ƛ'udaʔatəb cəlakʷacəd ʔə tiʔəʔ č'ač'as.",They had just one added to another of the cedar bark and they had it woven along here this that is called (gloss unknown) for the child.,
ʔa ʔəsčabčabusəb liɬšəq ʔə ti ʔalʔal ʔə tiʔiɬ st'əqxʷ.,There (Snake) is coiled around himself on top of Beaver's house.,
tiʔəʔ kʷi ɬuadsučabčəbyusəb.,This is where you will be coiled around yourself.,
čad kʷi x̌ʷubt,Where is the paddle?,
čad ti adʔalš,Where is your brother?,
čad kʷi adəxʷəxʷcutəb gʷədəxʷəsɬaɬlils,Where do you think he lives?,
tučadəxʷ čəxʷ,Where have you been?,
bəkʼʷ čad,everywhere,
diɬ čad,either one,
bəqʷuʔqʷaʔ ʔal tiʔiɬ čad,He drank where (ever he could).,
ʔal kʷədiʔ čad lilax̌ad,off somewhere,
ƛ'alʼ bəuxʷacatəb čad,It was also carried someplace.,
čadəxʷ bayəʔ.,Where is Daddy?,
xʷiʔəxʷ gʷəčad,not anywhere now,
ʔa kʷədaʔ gʷəčad,there somewhere might be (a),
kʷi bəkʼʷ sčads ʔə ti buʔqʷ,"ducks from all localities, all species",
čad swatixʷtəd,"which land, which country",
lədxʷčadəxʷ čəxʷ,Where are you going?,
ʔəshaydxʷ čəxʷ ʔu dxʷčad kʷi sʔux̌ʷs,Do you know where he went?,
xʷiʔ gʷədsəshaydxʷ gʷudxʷčadəs,I don't know where he went.,
ləʔibəš bəkʼʷ dxʷčad,He was walking everywhere.,
gʷələdxʷčadəs,where he was going,
ʔəshaydxʷ dxʷčad,He knows which way (to go).,
ʔuʔux̌ʷtxʷ dxʷčad,take it somewhere,
dxʷčad kʷi gʷədsuč'iqʼicut.,Which way (direction) should I scream?,
ƛ'uliɬčad čəxʷ,Which way did you come; which way did you go?,
ɬuliɬčad čəxʷ,Which way will you go?,
liɬčad kʷi ɬuadsuʔux̌ʷ,Which way are you going to go?,
tulʼčad čəxʷ,Where are you from?,
ʔiɬčad səxʷʔuluɬ kʷi gʷəɬ stuləkʷ.,Which canoe belongs to the rivers?,
xʷiʔəxʷ gʷəčadbids.,No place (did he have sores).,
čədaɬ əwʼə kʷi hikʷ sqʼʷəlaɬədac.,Which is the biggest berry bush?,
čədaɬ sqʼʷəlaɬəd kʷi ʔiɬx̌aƛ'txʷ čəxʷ.,Which berry do you like the best?,
ɬučədalq ʔu,Where will I take this game?,
čadalətxʷ kʷi čəgʷadiʔ,Which house side is toward the water?,
gʷəčadgʷasəs tiʔəʔ cədiɬ ʔuhuyud ʔəsʔistəʔ.,Which of them did he do like that to?,
ʔiɬčadgʷas kʷi adw̌əqʼəb,Which is your chest?,
ʔiɬčadgʷas kʷi gʷadsx̌aƛ',Which do you want?,
ʔiɬčadgʷas ʔə ti tsulč kʷi gʷadsx̌aƛ'txʷ,Which drum do you want?,
ʔəsčac,It's hidden.,
"ʔa kʼʷəɬ kʷi ɬusčacs, səsčactxʷs.","There it is said she hides, he hides her.",
ʔəsčactub ʔal diʔ dxʷqəlb.,She was hidden there in the Baker River.,
ʔəsčadᶻil,Someone is hiding.,
ɬučadᶻil čəd,I'm going to hide.,
ʔəsčadᶻis tsiʔəʔ sɬadəyʔ.,He was hiding from this woman.,
ʔəsčaləxʷ čəxʷ,How are you?,
ʔəsčal čəd kʷaʔ,"How am I? Well, I don't know.",
ƛ'uasčaləxʷ čəxʷ,How have you been?,
ʔəsčal ɬuhuy,Whatever it will be; however it will turn out.,
ʔəsčal kʷi ɬushuys.,What will happen?,
ʔəsčal kʷi adəxʷubakʷɬšəd,How did you hurt your foot?,
ʔəsčal kʷi adəxʷudxʷɬic̕us,How did you cut your face?,
ʔəsčal kʷi adəxʷəsx̌əc kʷi gʷəadsʔux̌ʷ,Why are you afraid to go?,
ʔəsčal kʷi gʷəadscuuc tiʔəʔ,How did you say this?,
ʔəsčal əwʼə ʔəsčal,What?,
ʔəsčal,What's up?,
xʷiʔ gʷədsəshaydxʷ səsčal kʷi dəxʷkʷədads,I don't know why she took (it),
p̕aƛ'aƛ' gʷəʔahas kʷi ʔəsčal ɬuhuy,No matter what happens there,
ʔəsčaləxʷ kʷi ɬushuys,How will he manage?,
xʷiʔaxʷ gʷəsčaləxʷ gʷəbəsʔidigʷatsəxʷ,They never said anything anymore.,
ʔuptidgʷasəb gʷəʔahas ʔəsčal gʷəshuy ʔə tiʔiɬ sč'istxʷs,She thought that something was happening to her husband.,
ƛ'uasčal diʔaʔəxʷ kʷaʔ.,"They have been here, though.",
ɬuasčaləxʷ kʷi ɬushuy čəɬ.,What shall we do now?,
ɬuasčal kʷi ɬushuys əlgʷəʔ.,What will they do?,
ʔəsčal kʷədiʔ səshuys,however he did it,
ɬuasčaləxʷ kʷi ɬushuys.,What are they going to do?,
ʔəsčal kʷi ɬushuyudləp tiʔəʔ sʔəɬəd čəɬ.,How do you folks prepare our food?,
ʔəsčal kʷi ɬushuyudləp.,How will you folks prepare it?,
xʷuʔələʔ ʔəsčaləxʷ kʷi x̌əčbidləp,I wonder how you folks (would) think about it.,
ʔəsčal kʷi dəxʷgʷəlaltəbs.,How she was killed (punished)?,
"gʷasčaləxʷ gʷədəxʷdᶻidᶻihiʔ ʔə tsiʔəʔ dxʷqaləp sɬadəyʔ, bəda ʔə ti tədiʔ sƛ'aʔ","How could this unmarried woman, daughter of yonder nobleman, become pregnant?",
ʔučalac,He chased me.,
ƛ'učalatubuɬ,He chased us.,
ʔučalad čəɬ,We chased it.,
ləsčalad,We followed it.,
xʷiʔ gʷəsučaldəgʷiʔ bibščəb yəx̌i huy xʷəxʷaʔxʷəʔ.,They are not able to catch up to Mink because he is so swift-footed.,
x̌ʷulʼ ʔəsčalatəb ʔə tiʔiɬ qʷuʔ ʔal tə sʔəƛ's higʷiləs.,The water just followed him as deep(er) it came.,
ʔučaldubš,He caught up with me.,
dayʼ ʔəca tiʔiɬ ƛ'učəčəlalʼtubəxʷ,It's only me who is almost caught.,
ʔučaləɬ čəd pišpiš,I chased the cat.,
ʔačaləɬ pišpiš tsə dʔalš,My sister chased the cat.,
ɬudxʷčalaʔq čəɬ.,We will follow.,
ƛ'udxʷčaligʷəd čəd,I go along (with you) in my thoughts.,
ckʼʷaqid ʔəlc̕učalʼčalac,He is always chasing me.,
čəlalʼəxʷ čəd gʷəsqʼʷəladubəd,My dinner is almost ready!,
čaʔčəlalʼ gʷətukʷəddubəs tə cədiɬ č'ətx̌.,They almost got hold of Kingfisher.,
putəxʷ tubəəxʷčaʔčəlalʼdəxʷ.,"Very much they almost caught him. (I.e., They came within an inch of catching him.)",
ƛ'učičəlalʼəxʷ,It is almost caught.,
cələsab tə səʔibəšs,He is walking on his hands.,
čaɬacutəxʷ tsiʔəʔ bədaʔs.,His daughter distanced herself.,
ʔučaɬaʔdxʷ čəd,I didn't know who^what it was.,
ləčaɬadub ʔə tsiʔəʔ ʔiɬt'it'isu.,The little younger one did not recognize her (grandmother).,
ləsčaɬadub tiʔəʔ sbiaw ʔə tsi ʔiɬt'isu.,The younger one suspected (that it was) Coyote.,
ʔučaɬaʔbid čəd,I don't know it; I don't recognize it.,
ƛ'uləkʼʷtəb kʼʷəɬ ʔə tiʔiɬ čaydi tiʔiɬ kʼadayuʔ. ƛ'sušəɬs əlgʷəʔ sɬuʔb,It's said that the Chinese eat rats. They make soup of them.,
čayɬ čəxʷ,Why do you want to go? (You are foolish to go.),
ləčayɬ čəxʷ,Where are you going?,
bələčayɬəxʷ čələp kʷi suʔux̌ʷləp.,"Why should you folks want to go (there)? (i.e., What business did you folks have going there?)",
ləčayɬəxʷ kʷi sʔux̌ʷs ʔal tiʔiɬ ʔuqʼʷuʔqʼʷuʔ.,Why should she want to go to that gathering?,
ləsčəbaʔ,packing something on back,
ʔučəbaʔ tsiʔiɬ xʷiʔ ləhaʔɬ sƛ'alqəb ʔə tiʔiɬ,That no-good she monster packed them off.,
ləsčəbaʔ ʔə tə hud,She's shoulder-packing wood.,
hiwiləxʷ čəbaʔəd,"Go on, pack it!",
x̌ʷulʼ čəɬ ɬələsčəbaʔəd.,We will just carry her on our backs.,
ʔučəbaʔtəb ʔə ti dbad tə sqigʷəcaɬc̕iʔ dxʷʔal ʔalʔal,My father carried the venison home.,
gʷəl ləčəbaʔtəb ʔə tə sč'istxʷs sisət'atəb tiʔəʔ x̌aʔx̌alus.,"And, lifting these raccoons up and down (in order to supernaturally lighten them), her husband put them on her back.",
bəčəbaʔtəb ʔə tsiʔiɬ ʔiɬluƛ'.,The older one carried her on her back.,
ləsčəbaʔtxʷ tiʔiɬ,Make him pack it.,
ʔučəbaʔtxʷ,He made someone else backpack it.,
čəbaʔtub.,He put (the load) on her back.,
x̌əɬ ti ʔa tiʔiɬ ƛ'ux̌ičəc ƛ'əsəstabs ʔal tiʔiɬ č'əptəlax̌ads.,There seems to be red or something there on her wings.,
put yu tiʔəʔ sʔəsčičcils,It was a really nice red color.,
diɬəxʷ tiʔəʔ dəxʷəsčcilsəxʷ.,That is why he is red now.,
ʔučəcxʷilč,shinny,
"čəda cickʼʷəxʷ ləsxʷakʼʷil ʔal tiʔəʔ dsəʔəƛ', dsət'ukʼʷ","and I am very tired as I am coming, coming home",
ɬudxʷxʷəƛ'alšəd čəd ʔə kʷi sqʷuʔqʷuʔ čəda ɬučədᶻqʼʷəd čəda ɬut'əbš čəda ɬuxʷit'ilagʷil.,"I will weave cedar material together for a ladder, lots (of it) and I will rub it and braid it and I will let myself down.",
cickʼʷ čəd gʷəčədᶻəqʼʷusəd,I'd very much like to twist his head off.,
gʷəl absčəgʷas tiʔiɬ təkʷtəkʷəlus ʔə tsiʔiɬ waqʼwaqʼ.,"And Owl had a wife, Frog.",
absčəgʷas tiʔəʔ bədaʔ ʔə tiʔəʔ sbiaw ʔə tə səsaʔliʔ.,The son of Coyote had two wives.,
ləbsčəgʷčəgʷas,seeking a woman to marry,
čaagʷəsils,his wives (his now-having-become-wives),
gʷəčəlaq čəɬ dxʷʔal ʔadad kʷi xʷdikʷ ʔə kʷi sləluƛ'təd čəɬ.,We would ask about the teachings of our elders.,
ləcučəɬ čəd x̌ʷubt,I'm making a paddle.,
ləčəɬ čəd,I'm on my way to make something.,
ʔəlc̕učəɬ čəd yiqʼʷus,I'm making a cedar-root basket.,
ʔučəɬ čəd yiqʼʷus,I made a cedar-root basket.,
čiʔčəwat čəd dxʷʔal čəɬ xʷʔax̌ʷaʔəd,I'm good at making clam baskets.,
ʔučəɬ čəxʷ sɬagʷid,You made mats; You made the bed.,
ʔučəɬ čəd studəq,I made him a slave.,
ʔučəɬ čəd x̌ʷubt tulʼʔal tə luƛ' sx̌əlaʔs,I made a paddle out of the old board.,
č'uʔɬac tə dəxʷuč̌əɬ x̌ʷubt; ƛ'al bədəxʷučəɬ ɬap̕qs,Maple is what they use to make paddles and also to make ladles.,
ʔučəɬ š̌əbəd tulʼʔal tə stidgʷəd,They make a fishtrap out of cedar boughs.,
stigʷəd tə dəxʷuč̌əɬ š̌əbəd,Cedar boughs are used to make a fish trap.,
ɬuadčəɬ stab tə tsulč,What are you going to do with a drum?,
gʷəl tučəɬ ʔalʔal ʔə tiʔəʔ hikʷ.,And he had made a house that was big.,
ʔuhəliʔdub əlgʷəʔ ʔə tiʔəʔ sučəɬs əlgʷəʔ studəq.,They had been given life by these whom they had made slaves.,
čəɬ čəɬ ǰəsgʷic̕aʔ.,We will make ceremonial blankets.,
čəɬ sx̌alyax̌ad.,She made (contrasting) borders (out of them) for the (blankets).,
huyutəbəxʷ ʔə tiʔəʔ sč'istxʷs tiʔəʔ čəɬ dᶻuldᶻuləqʼ.,Her husband did this making leg spindles.,
ƛ'up̕ac̕adəxʷ tiʔəʔ x̌aʔx̌alus buus sučəɬəxʷ sqəlqəlikʷ ʔə tsiʔəʔ čəgʷass.,They would sew the four raccoon (pelts) which his wife made into blankets.,
ɬučəɬəxʷ čəd əwʼə sx̌ʷiƛ'əyʔ.,I will make mountain goat (my game).,
ɬučəɬəxʷ čəd sx̌ʷiƛ'əyʔ.,I'm going to make mountain goat (my game).,
"ʔudᶻix̌ič ʔal tiʔəʔ sučəɬs hud, suƛ'aƛ'čups.","It collapsed on him when he got the firewood, went after a little firewood.",
gʷəl diɬ haʔɬ tiʔiɬ cədiɬ sč'aʔads dəxʷsčəɬs ti cədiɬ kʼʷastədulic̕aʔ.,Their (animal) hair is good for making ceremonial blankets.,
gʷəl tuhuyutəbəxʷ ʔə tiʔəʔ čaagʷəsils tiʔəʔ cədiɬ sčəɬs əlgʷəʔ sʔic̕əb sčəɬs əlgʷəʔ sƛ'alalic̕aʔ tulʼʔal tiʔəʔ kʼʷəluʔ ʔə tiʔəʔ tatačulbixʷ.,"And his now-become-wives prepared this that they made blankets out of, (and) this that they made clothing of, from the hides of the animals .",
dəgʷdəgʷalap kʷədiʔ ƛ'usdaʔ ʔə ti kʷədiʔ səsčəɬs siqiwʼs.,Legs-go-in (clothing) is what it used to be called that they made for their pants.,
sax̌adəčtəb ʔə tsiʔəʔ čəgʷass tiʔəʔ gʷəɬ sqigʷəc ɬusčəɬsəxʷ sɬagʷid.,His wife scraped the insides of this belonging to the deer which they will make a pallet of.,
ʔučəɬdxʷ čəd puʔtəd,I made him a shirt.,
ʔəsčəɬtxʷ əlgʷəʔ hud.,They (will) have a fire going (for this food).,
ɬučəɬtxʷ sx̌alyax̌ad tsiʔəʔ čəgʷass tiʔəʔ x̌aʔx̌alus.,His wife would have (contrasting) borders made from these raccoons.,
ʔu ɬučəɬtxʷ čəɬ sʔəɬəd tiʔiɬ adsluƛ'luƛ'.,"Oh, we will have food prepared for your elders.",
dəsčəɬtaləɬəb,"my step-nephew, step-niece",
sčəɬtaləɬəbs,"his step-nephew, step-niece",
həlab čəd ʔuč̌əɬ,I was really shocked.,
ʔučəɬəd čəd,I surprised him.,
ʔučəɬdubš tiʔiɬ,He surprised me.,
ʔučəɬbid čəd tiʔiɬ,I got shocked by him.,
həlab čəd ʔuč̌əɬbid tiʔiɬ,He really shocked me.,
ʔučəpəb,bruised,
ʔəsčəpəb x̌ičəc,dark red,
diɬtxʷ tiʔiɬ kʷi ʔučsad čəxʷ,He's the one you should send.,
ʔučsac,He sent me.,
čšad gʷətəlawiləs,Tell him to run.,
"xʷiʔ gʷəɬudsčšad, dəgʷitxʷ kʷi ʔəsčšad","I'm not going to tell him to, you tell him to.",
šədᶻal tiʔəʔ sčsad.,Those who were sent went out.,
ʔučsad,send away (permanently),
ʔučsatəb čəd dxʷʔal xʷuyubalʔtxʷ,They sent me to the store.,
cuttəbəxʷ tiʔəʔ cədiɬ tučsatəb.,The one who had been sent (before) was told.,
bəčsatəbəxʷ tiʔiɬ tušuuc.,The same ones were sent to see him.,
